DOEID,TYPEHUQ,NWEIGHT,HDD65,CDD65,HDD30YR,CDD30YR,Climate_Region_Pub,UR,KOWNRENT,YEARMADE,NUMFLRS,NUMAPTS,WALLTYPE,ROOFTYPE,STORIES,BEDROOMS,NCOMBATH,NHAFBATH,OTHROOMS,TOTROOMS,AIRCOND,COOLTYPE,USEEL,ELWARM,ELECAUX,ELCOOL,ELWATER,ELFOOD,ELOTHER,HHSEX,EMPLOYHH,EDUCATION,NHSLDMEM,HHAGE,MONEYPY,TOTSQFT_EN,KWH,DOLLAREL,CUFEETNG,DOLLARNG,GALLONLP,DOLLARLP,GALLONFO,DOLLARFO,GALLONKER,BTUKER,DOLLARKER,BTUWOOD,TOTALBTU,TOTALDOL,TOTSQMT_EN
7562,House,8875.44,1227.0,2718.0,1175.0,2714.0,3,U,Owned,1972,-2,-2,7,5,10,4,2,1,5,9,1,1,1,0,0,1,1,1,1,Female,0,master,1,80,1251.7764328942685,1960.0,8347.0,1152.0,310.0,524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60255.0,1676.0,182.28
7563,Apartment,7770.42,2952.0,2143.0,2956.0,1842.0,2,R,Rented,1979,1,16,4,-2,-2,1,1,0,2,3,1,2,1,0,0,1,0,0,1,Female,1,collage,2,29,12517.764328942685,800.0,5110.0,753.0,994.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119320.0,1769.0,74.4
7564,House,7264.47,1110.0,661.0,1515.0,871.0,2,U,Rented,1960,-2,-2,4,5,10,3,1,0,2,5,0,-2,1,1,1,0,0,0,1,Male,1,collage,5,36,40682.73406906373,889.0,3724.0,490.0,414.0,487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55141.0,977.0,82.67699999999999
7565,Apartment,7607.15,2277.0,2412.0,2398.0,2502.0,3,U,Owned,1950,1,12,1,-2,-2,4,1,1,1,5,0,-2,1,0,0,0,0,0,1,Male,0,primary,5,46,21906.087575649697,1219.0,5742.0,711.0,386.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59157.0,1142.0,113.367
7566,Apartment,6413.07,1158.0,2991.0,1187.0,2661.0,3,U,Rented,1980,-2,-2,1,4,-2,2,1,0,2,4,1,1,1,1,0,1,1,1,1,Female,0,collage,3,24,3129.4410822356713,810.0,6474.0,867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22089.0,867.0,75.33
7567,House,9229.28,4628.0,783.0,4458.0,1023.0,4,U,Owned,1979,-2,-2,2,5,10,3,1,0,3,6,1,2,1,1,0,1,1,1,1,Male,1,master,4,35,43812.175151299394,1050.0,13658.0,1355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46601.0,1355.0,97.65
7568,House,8885.09,4187.0,1134.0,4155.0,1300.0,4,U,Owned,2000,-2,-2,3,5,10,3,1,0,2,5,1,1,1,1,0,1,1,1,1,Female,0,master,5,40,21906.087575649697,1107.0,10852.0,847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37027.0,847.0,102.951
7569,House,14615.7,6102.0,511.0,6323.0,619.0,1,U,Owned,1920,-2,-2,3,2,20,3,1,0,4,7,0,-2,1,0,0,0,0,1,1,Male,0,collage,5,51,18776.646493414028,2081.0,2118.0,288.0,1123.0,1134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122335.0,1422.0,193.533
7570,House,4996.53,4730.0,1346.0,4710.0,1665.0,4,U,Rented,1945,-2,-2,3,5,10,3,2,0,4,7,1,1,1,1,1,1,0,0,1,Female,0,collage,1,46,25035.52865788537,3024.0,10179.0,1146.0,1011.0,1142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138359.0,2288.0,281.23199999999997
7571,House,7562.5,1186.0,1240.0,1663.0,920.0,2,U,Owned,2001,-2,-2,4,1,20,3,2,1,2,5,1,1,1,0,0,1,0,0,1,Female,1,master,4,41,21906.087575649697,1465.0,8136.0,1492.0,150.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43135.0,1668.0,136.245
7572,House,16707.55,5210.0,870.0,5251.0,921.0,4,U,Owned,1930,-2,-2,1,5,20,3,1,0,3,6,1,2,1,1,1,1,0,1,1,Female,0,collage,1,79,12517.764328942685,1830.0,5530.0,596.0,72.0,204.0,0.0,0.0,299.0,714.0,0.0,0.0,0.0,0.0,67716.0,1514.0,170.19
7573,Apartment,8377.36,6555.0,469.0,6643.0,525.0,1,U,Rented,1970,-2,-2,1,5,-2,-2,1,0,1,1,0,-2,1,0,0,0,1,1,1,Female,1,master,1,27,9388.323246707014,617.0,5729.0,937.0,0.0,0.0,0.0,0.0,324.0,797.0,0.0,0.0,0.0,0.0,64419.0,1734.0,57.381
7574,House,7169.31,1138.0,1574.0,1280.0,1409.0,2,U,Owned,1958,-2,-2,4,5,10,3,2,0,2,5,1,1,1,1,1,1,0,1,1,Female,2,doctorate,3,55,62588.821644713425,1508.0,5779.0,568.0,463.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67176.0,939.0,140.244
7575,House,7169.31,850.0,1354.0,825.0,1765.0,2,U,Owned,1952,-2,-2,4,6,10,3,1,0,2,5,1,2,1,0,0,1,0,0,1,Female,0,collage,2,72,21906.087575649697,1066.0,4475.0,574.0,325.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48581.0,916.0,99.138
7576,Apartment,5742.15,8346.0,360.0,8505.0,472.0,1,U,Rented,1995,3,12,1,-2,-2,4,1,0,2,6,1,2,1,0,0,1,0,1,1,Male,2,collage,3,20,9388.323246707014,1141.0,5013.0,629.0,638.0,574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82499.0,1203.0,106.113
7577,House,6252.35,2375.0,2101.0,2412.0,1986.0,3,U,Owned,1987,-2,-2,3,5,10,4,2,0,5,9,1,1,1,1,0,1,1,1,1,Female,0,collage,3,56,34423.85190459238,2222.0,22901.0,2340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78138.0,2340.0,206.646
7579,Apartment,7702.69,2221.0,1568.0,2730.0,1250.0,2,U,Rented,2005,2,20,4,-2,-2,2,2,1,2,4,1,1,1,1,0,1,1,1,1,Female,0,master,3,25,9388.323246707014,1008.0,4057.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13842.0,370.0,93.744
7580,House,6814.27,5653.0,680.0,5581.0,763.0,1,R,Owned,1979,-2,-2,2,5,20,4,3,1,7,11,1,1,1,0,0,1,1,1,1,Female,1,collage,4,54,75106.58597365611,5255.0,18786.0,4076.0,0.0,0.0,0.0,0.0,1861.0,4548.0,0.0,0.0,0.0,40000.0,322200.0,8624.0,488.715
7581,House,4569.52,7483.0,660.0,7306.0,966.0,1,U,Rented,1992,-2,-2,3,5,20,4,2,0,4,8,1,3,1,0,0,1,0,0,1,Male,0,master,3,24,62588.821644713425,2574.0,8209.0,1022.0,830.0,777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113084.0,1799.0,239.382
7582,House,5487.78,6836.0,532.0,6387.0,838.0,1,U,Owned,1960,-2,-2,2,5,10,3,1,0,6,9,1,1,1,0,0,1,0,1,1,Male,0,collage,1,66,15647.205411178356,1522.0,4369.0,426.0,1323.0,1397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150515.0,1823.0,141.546
7583,House,4232.49,9150.0,221.0,8405.0,489.0,1,U,Owned,1976,-2,-2,3,5,10,3,2,0,5,8,1,2,1,0,0,1,0,0,1,Female,2,collage,2,65,18776.646493414028,1908.0,3592.0,457.0,941.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,108709.0,1321.0,177.444
7584,House,6763.24,1703.0,2689.0,1630.0,2524.0,3,U,Rented,1960,-2,-2,1,5,10,3,2,0,4,7,1,1,1,1,0,1,1,1,1,Male,0,doctorate,2,85,18776.646493414028,1767.0,10980.0,1522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37464.0,1522.0,164.331
7585,House,4634.22,6378.0,820.0,6252.0,1091.0,1,U,Rented,1920,-2,-2,2,5,10,3,1,0,2,5,1,2,1,0,0,1,0,0,1,Female,2,master,3,47,15647.205411178356,2274.0,6479.0,689.0,894.0,617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113741.0,1306.0,211.482
7586,House,17619.2,6058.0,472.0,5998.0,530.0,1,R,Owned,2000,-2,-2,2,5,20,4,3,0,6,10,1,1,1,1,1,1,0,1,1,Male,1,master,3,53,59459.38056247775,2239.0,18519.0,1598.0,1152.0,1637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181267.0,3235.0,208.227
7587,Apartment,8684.71,3772.0,1524.0,3808.0,1534.0,4,U,Rented,1920,-2,-2,1,5,-2,4,2,1,2,6,1,1,1,1,0,1,1,1,1,Female,0,collage,4,20,1251.7764328942685,1041.0,18697.0,1996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63794.0,1996.0,96.813
7588,House,5621.06,7341.0,407.0,7148.0,741.0,1,R,Owned,1920,-2,-2,3,2,20,2,1,0,5,7,1,1,1,0,0,1,1,1,1,Female,2,collage,1,51,21906.087575649697,2979.0,14926.0,2344.0,800.0,786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,132928.0,3130.0,277.047
7589,House,14385.83,4972.0,1043.0,4491.0,1345.0,4,U,Owned,2001,-2,-2,3,5,20,5,3,1,5,10,1,1,1,1,1,1,0,0,1,Male,2,master,6,41,46941.61623353507,4075.0,13071.0,1332.0,1059.0,1405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153146.0,2737.0,378.975
7590,House,7955.39,6635.0,442.0,6774.0,576.0,1,U,Owned,1999,-2,-2,3,6,20,3,1,1,3,6,1,1,1,0,0,1,0,1,1,Male,1,master,4,43,28164.96974012104,2801.0,16078.0,2275.0,668.0,913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123328.0,3188.0,260.493
7591,House,2767.96,1107.0,664.0,1577.0,804.0,2,U,Owned,1990,-2,-2,4,5,20,3,2,1,2,5,1,1,1,0,0,1,0,0,1,Female,0,collage,2,49,75106.58597365611,1330.0,3711.0,496.0,223.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35520.0,738.0,123.69
7592,House,11076.59,979.0,4571.0,1116.0,4165.0,2,U,Owned,1980,-2,-2,4,6,10,3,2,0,3,6,1,3,1,1,0,1,1,1,1,Female,0,collage,1,84,15647.205411178356,2499.0,12278.0,1493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41893.0,1493.0,232.407
7593,Apartment,4723.74,9754.0,261.0,9828.0,343.0,1,R,Rented,1960,3,12,3,-2,-2,2,1,0,2,4,1,2,1,1,1,1,1,1,1,Female,1,master,2,28,40682.73406906373,766.0,10129.0,791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34560.0,791.0,71.238
7594,Apartment,12367.41,4773.0,291.0,4532.0,193.0,5,U,Owned,2001,4,59,2,-2,-2,1,1,0,2,3,1,2,1,1,0,1,1,1,1,Female,1,master,1,42,43812.175151299394,841.0,2786.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9506.0,318.0,78.213
7595,House,7489.17,544.0,4027.0,726.0,3517.0,3,U,Owned,1965,-2,-2,1,5,10,4,2,0,3,7,1,1,1,1,0,1,0,1,1,Female,2,collage,8,41,25035.52865788537,2580.0,23570.0,3246.0,204.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160000.0,101331.0,3528.0,239.94
7596,Apartment,7921.8,1244.0,757.0,1415.0,665.0,2,U,Rented,1953,-2,-2,4,2,-2,1,1,0,3,4,0,-2,1,0,0,0,0,1,1,Female,1,master,1,59,43812.175151299394,864.0,1296.0,191.0,481.0,502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53725.0,693.0,80.352
7597,Apartment,4990.69,6342.0,467.0,6539.0,564.0,1,R,Rented,1964,-2,-2,2,2,-2,2,1,0,3,5,0,-2,1,0,0,0,0,1,1,Female,2,master,4,26,56329.93948024208,978.0,6445.0,1074.0,622.0,923.0,0.0,0.0,55.0,132.0,0.0,0.0,0.0,0.0,93365.0,2129.0,90.954
7598,House,4634.22,6623.0,688.0,6360.0,983.0,1,U,Owned,1978,-2,-2,3,6,10,4,2,0,4,8,1,1,1,1,1,1,0,1,1,Male,1,master,5,42,43812.175151299394,1520.0,11220.0,1095.0,511.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90661.0,1458.0,141.35999999999999
7599,House,3409.68,4681.0,1198.0,4783.0,1264.0,4,R,Owned,1996,-2,-2,3,3,10,3,1,1,3,6,1,1,1,1,1,1,1,1,1,Male,2,collage,2,76,15647.205411178356,1382.0,18812.0,1494.0,0.0,0.0,351.0,805.0,0.0,0.0,0.0,0.0,0.0,0.0,96244.0,2299.0,128.526
7600,House,7559.64,6861.0,298.0,6997.0,460.0,1,U,Owned,1954,-2,-2,3,6,20,4,2,0,4,8,1,1,1,1,1,1,0,1,1,Male,0,master,2,85,25035.52865788537,2653.0,6045.0,697.0,828.0,1096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,105496.0,1793.0,246.72899999999998
7601,House,15966.07,3364.0,1730.0,3397.0,1693.0,4,R,Owned,2005,-2,-2,3,6,20,4,3,0,6,10,1,1,1,0,0,1,1,1,1,Male,1,collage,4,52,28164.96974012104,3300.0,16339.0,1699.0,734.0,972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130984.0,2671.0,306.9
7602,House,6941.24,131.0,4634.0,187.0,4067.0,3,U,Owned,1930,-2,-2,7,6,10,3,2,0,2,5,1,1,1,0,0,1,1,1,1,Female,1,master,7,42,43812.175151299394,1783.0,17797.0,2175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60723.0,2175.0,165.819
7603,House,11838.59,1343.0,4269.0,1497.0,3127.0,3,R,Owned,1954,-2,-2,7,2,10,2,1,0,2,4,0,-2,1,1,0,0,1,1,1,Female,1,master,2,52,46941.61623353507,830.0,7261.0,899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24775.0,899.0,77.19
7604,House,19928.67,5587.0,867.0,5748.0,1058.0,1,U,Owned,1928,-2,-2,3,3,20,4,1,0,4,8,0,-2,1,0,0,0,0,0,1,Female,0,collage,1,85,6258.882164471343,2268.0,1011.0,114.0,1300.0,1383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136700.0,1497.0,210.924
7606,House,17933.92,4404.0,1283.0,3986.0,1706.0,4,R,Owned,1933,-2,-2,3,6,10,2,1,1,3,5,1,2,1,1,1,1,0,1,1,Female,0,primary,2,70,18776.646493414028,1047.0,16598.0,1295.0,720.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130432.0,1938.0,97.371
7607,House,8338.14,6615.0,443.0,6743.0,549.0,1,U,Owned,1975,-2,-2,3,5,20,4,1,1,4,8,1,1,1,0,0,1,0,0,1,Female,1,master,4,38,18776.646493414028,2086.0,10174.0,1441.0,1021.0,1237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139367.0,2678.0,193.998
7608,Apartment,9080.4,6074.0,505.0,5915.0,665.0,1,U,Rented,1920,-2,-2,3,6,-2,2,1,0,3,5,1,2,1,0,0,1,0,1,1,Male,0,primary,1,47,6258.882164471343,1322.0,9311.0,1469.0,0.0,0.0,0.0,0.0,478.0,1112.0,0.0,0.0,0.0,0.0,98010.0,2581.0,122.946
7609,House,7960.93,7144.0,610.0,7322.0,712.0,1,U,Owned,1920,-2,-2,3,5,10,2,1,0,4,6,0,-2,1,1,1,0,1,1,1,Female,1,collage,3,47,31294.410822356713,2625.0,6068.0,728.0,418.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63549.0,1168.0,244.125
7610,House,7133.12,2161.0,2671.0,2263.0,2783.0,3,U,Owned,1980,-2,-2,3,5,10,3,2,0,3,6,1,1,1,1,0,1,1,1,1,Male,1,master,4,40,34423.85190459238,1196.0,19966.0,2472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68124.0,2472.0,111.228
7611,House,5414.54,6868.0,399.0,7210.0,341.0,1,U,Owned,1998,-2,-2,2,5,20,4,2,1,8,12,1,2,1,1,1,1,0,1,1,Male,1,master,4,49,62588.821644713425,2578.0,12971.0,2087.0,0.0,0.0,179.0,640.0,649.0,1621.0,34.0,4614.0,86.0,40000.0,155229.0,4434.0,239.754
7612,House,6919.42,5629.0,663.0,5616.0,754.0,1,U,Owned,2005,-2,-2,3,5,20,5,4,1,6,11,1,1,1,0,0,1,0,1,1,Male,1,master,4,60,75106.58597365611,8950.0,12775.0,2927.0,3728.0,4400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425708.0,7327.0,832.35
7613,Apartment,6888.09,3294.0,1627.0,2856.0,1687.0,4,R,Rented,1995,2,6,3,-2,-2,3,2,1,2,5,1,1,1,0,0,1,0,0,1,Male,0,collage,2,61,12517.764328942685,1120.0,8060.0,817.0,577.0,565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86644.0,1382.0,104.16
7614,Apartment,7326.18,1126.0,1208.0,1201.0,1142.0,2,U,Rented,1930,2,6,4,-2,-2,2,2,0,2,4,0,-2,1,0,0,0,1,1,1,Male,1,master,6,38,50071.05731577074,865.0,8749.0,1382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29852.0,1382.0,80.445
7615,House,14733.41,7282.0,346.0,7129.0,599.0,1,U,Owned,1985,-2,-2,3,5,20,3,2,0,5,8,1,1,1,1,1,1,0,0,1,Female,1,doctorate,3,27,56329.93948024208,2387.0,8044.0,1017.0,1040.0,925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134046.0,1942.0,221.99099999999999
7617,House,2814.88,5313.0,956.0,5235.0,1249.0,4,U,Owned,1935,-2,-2,2,5,10,2,1,0,4,6,1,1,1,0,0,1,0,1,1,Female,1,master,2,48,21906.087575649697,2249.0,7320.0,657.0,686.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95291.0,1669.0,209.157
7618,House,4498.41,10240.0,189.0,9504.0,395.0,1,R,Rented,1990,-2,-2,3,5,10,2,1,0,2,4,0,-2,1,1,1,0,1,1,1,Female,0,collage,1,22,1564.7205411178356,1800.0,15132.0,1119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51630.0,1119.0,167.4
7619,House,9155.04,3312.0,1828.0,3474.0,1892.0,4,U,Owned,2001,-2,-2,1,5,20,5,3,0,5,10,1,1,1,1,1,1,0,1,1,Male,0,collage,4,44,21906.087575649697,5542.0,27167.0,2378.0,919.0,941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186892.0,3319.0,515.406
7620,House,5177.54,5718.0,701.0,5210.0,1020.0,1,U,Owned,1951,-2,-2,1,5,31,4,2,0,5,9,0,-2,1,0,0,0,0,1,1,Male,0,primary,4,45,28164.96974012104,2564.0,8543.0,876.0,1037.0,863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135442.0,1739.0,238.452
7621,House,10550.9,1841.0,3886.0,2022.0,3439.0,2,U,Owned,1994,-2,-2,4,7,10,4,2,0,4,8,1,1,1,0,0,1,0,0,1,Male,1,doctorate,4,48,75106.58597365611,2549.0,14091.0,1802.0,439.0,571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93076.0,2373.0,237.057
7622,Apartment,9711.67,4523.0,1228.0,4557.0,1226.0,4,U,Rented,1999,3,12,1,-2,-2,2,2,0,4,6,1,1,1,1,0,1,0,1,1,Female,1,master,3,43,46941.61623353507,888.0,6276.0,769.0,409.0,731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63337.0,1500.0,82.584
7623,Apartment,8416.45,129.0,4852.0,82.0,4495.0,3,U,Rented,1970,3,40,7,-2,-2,2,1,1,2,4,1,1,1,1,0,1,1,1,1,Male,1,collage,1,38,40682.73406906373,1338.0,11078.0,1303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37798.0,1303.0,124.434
7624,Apartment,9972.5,885.0,1350.0,1110.0,827.0,2,U,Rented,1975,2,6,4,-2,-2,2,1,0,2,4,0,-2,1,0,0,0,0,0,1,Female,1,primary,4,43,12517.764328942685,831.0,2490.0,339.0,41.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12699.0,420.0,77.283
7625,House,7133.12,2299.0,2594.0,2526.0,2599.0,3,U,Owned,1969,-2,-2,3,5,10,3,1,0,2,5,1,1,1,1,0,1,1,1,1,Male,1,collage,2,53,53200.498398006406,1286.0,16032.0,1985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54701.0,1985.0,119.598
7626,House,4197.34,5894.0,603.0,6128.0,692.0,1,U,Owned,1940,-2,-2,3,5,20,4,3,0,4,8,0,-2,1,0,0,0,0,0,1,Female,0,master,4,48,59459.38056247775,4734.0,4155.0,826.0,1242.0,1848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141482.0,2674.0,440.262
7627,Apartment,3859.33,4149.0,1544.0,4500.0,1667.0,4,U,Rented,1978,-2,-2,1,5,-2,1,1,0,2,3,1,1,1,1,0,1,1,1,1,Female,0,primary,1,81,3129.4410822356713,551.0,9093.0,639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31025.0,639.0,51.243
7628,House,9244.79,6727.0,570.0,6646.0,842.0,1,R,Owned,1958,-2,-2,3,5,20,5,2,1,4,9,1,1,1,0,0,1,0,0,1,Male,0,master,2,63,46941.61623353507,2865.0,16288.0,1420.0,0.0,0.0,1277.0,2069.0,0.0,0.0,0.0,0.0,0.0,0.0,172258.0,3489.0,266.445
7629,Apartment,10912.56,8252.0,245.0,8108.0,445.0,1,U,Rented,1920,-2,-2,5,2,-2,2,1,0,1,3,0,-2,1,1,0,0,1,1,1,Male,2,master,1,22,25035.52865788537,1792.0,2613.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8916.0,394.0,166.656
7630,Apartment,11471.75,422.0,4002.0,450.0,3691.0,3,U,Owned,1970,3,8,7,-2,-2,2,2,0,3,5,1,1,1,1,0,1,1,1,1,Male,0,master,1,78,75106.58597365611,1457.0,5627.0,868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19199.0,868.0,135.501
7631,Apartment,10203.27,2480.0,209.0,2590.0,159.0,5,U,Rented,1950,2,10,4,-2,-2,1,1,0,2,3,0,-2,1,1,0,0,0,0,1,Female,1,master,1,30,37553.292986828055,443.0,1306.0,151.0,244.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29466.0,406.0,41.199
7632,House,7955.39,6603.0,450.0,6702.0,592.0,1,U,Owned,1995,-2,-2,3,6,20,5,4,2,7,12,1,1,1,0,0,1,0,1,1,Female,2,doctorate,3,40,75106.58597365611,7480.0,12277.0,1068.0,1610.0,2069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206914.0,3137.0,695.64
7633,House,11925.04,4818.0,208.0,4862.0,44.0,5,U,Rented,1920,-2,-2,2,5,10,2,1,0,3,5,0,-2,1,0,0,0,1,0,1,Female,1,master,1,55,37553.292986828055,912.0,2503.0,309.0,365.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45953.0,860.0,84.816
7634,Apartment,7047.38,6402.0,429.0,6044.0,563.0,1,U,Rented,1920,-2,-2,3,5,-2,3,1,0,2,5,0,-2,1,1,1,0,0,1,1,Female,2,doctorate,1,63,15647.205411178356,1857.0,1552.0,348.0,83.0,200.0,0.0,0.0,384.0,998.0,0.0,0.0,0.0,0.0,67059.0,1546.0,172.701
7635,House,5535.93,1273.0,1205.0,1682.0,472.0,2,U,Owned,1969,-2,-2,2,2,40,2,2,0,2,4,0,-2,1,1,1,0,0,0,1,Male,1,doctorate,3,34,75106.58597365611,1851.0,10734.0,2416.0,464.0,555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84184.0,2971.0,172.143
7636,House,5121.93,10512.0,117.0,10127.0,202.0,1,U,Owned,1920,-2,-2,3,6,20,4,2,0,3,7,1,2,1,1,0,1,0,1,1,Male,1,master,1,50,28164.96974012104,2160.0,13503.0,1249.0,0.0,0.0,448.0,744.0,0.0,0.0,0.0,0.0,0.0,0.0,86955.0,1993.0,200.88
7637,House,9308.54,3364.0,1684.0,3241.0,1560.0,4,R,Owned,1997,-2,-2,1,6,20,4,3,0,5,9,1,1,1,1,0,1,1,1,1,Male,1,collage,3,43,62588.821644713425,3327.0,28681.0,2958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97860.0,2958.0,309.411
7638,House,10352.14,3051.0,1974.0,3262.0,1921.0,4,R,Owned,2003,-2,-2,3,3,10,4,3,0,4,8,1,1,1,0,0,1,1,0,1,Male,1,collage,4,41,56329.93948024208,2880.0,32257.0,2791.0,0.0,0.0,502.0,955.0,0.0,0.0,0.0,0.0,0.0,0.0,155908.0,3746.0,267.84
7639,House,5545.54,7074.0,406.0,6999.0,721.0,1,U,Owned,1930,-2,-2,3,5,10,2,1,0,2,4,1,2,1,0,0,1,0,0,1,Male,1,master,1,56,18776.646493414028,1380.0,5183.0,752.0,645.0,558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83797.0,1310.0,128.34
7640,House,10576.37,1021.0,4446.0,1155.0,4058.0,2,U,Owned,1994,-2,-2,4,7,10,2,2,0,3,5,1,1,1,0,0,1,0,0,1,Male,0,collage,2,80,15647.205411178356,1992.0,9631.0,1360.0,276.0,522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61151.0,1882.0,185.256
7641,House,9539.46,970.0,4728.0,1405.0,3281.0,2,U,Owned,1994,-2,-2,4,1,10,3,2,0,3,6,1,1,1,1,0,1,1,1,1,Female,0,collage,2,51,62588.821644713425,1799.0,25430.0,2438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86767.0,2438.0,167.307
7642,House,7232.63,4939.0,865.0,5300.0,845.0,4,U,Owned,1954,-2,-2,1,5,20,4,2,0,4,8,1,3,1,0,0,1,1,0,1,Male,1,master,4,49,59459.38056247775,2750.0,11525.0,2353.0,503.0,752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90881.0,3105.0,255.75
7643,House,14629.95,1090.0,3424.0,1104.0,3348.0,3,U,Rented,1930,-2,-2,2,2,40,3,2,0,3,6,1,1,1,0,0,1,0,0,1,Male,0,master,2,30,12517.764328942685,1803.0,11932.0,1276.0,480.0,687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89912.0,1963.0,167.679
7644,House,11362.76,1647.0,2614.0,1703.0,2503.0,3,U,Owned,1985,-2,-2,1,5,10,3,2,0,4,7,1,1,1,1,0,1,1,1,1,Female,0,collage,6,36,21906.087575649697,1664.0,38805.0,4364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132403.0,4364.0,154.752
